unique_id,reads,np_repeat
S-21-212_HEK293T_159_3-no-dox.fsa,47,95
S-21-212_HEK293T_159_3-no-dox.fsa,43,96
S-21-212_HEK293T_159_3-no-dox.fsa,60,97
S-21-212_HEK293T_159_3-no-dox.fsa,64,98
S-21-212_HEK293T_159_3-no-dox.fsa,74,99
S-21-212_HEK293T_159_3-no-dox.fsa,87,100
S-21-212_HEK293T_159_3-no-dox.fsa,101,101
S-21-212_HEK293T_159_3-no-dox.fsa,99,102
S-21-212_HEK293T_159_3-no-dox.fsa,111,103
S-21-212_HEK293T_159_3-no-dox.fsa,138,104
S-21-212_HEK293T_159_3-no-dox.fsa,183,105
S-21-212_HEK293T_159_3-no-dox.fsa,271,106
S-21-212_HEK293T_159_3-no-dox.fsa,429,107
S-21-212_HEK293T_159_3-no-dox.fsa,693,108
S-21-212_HEK293T_159_3-no-dox.fsa,1047,109
S-21-212_HEK293T_159_3-no-dox.fsa,1528,110
S-21-212_HEK293T_159_3-no-dox.fsa,1806,111
S-21-212_HEK293T_159_3-no-dox.fsa,1695,112
S-21-212_HEK293T_159_3-no-dox.fsa,967,113
S-21-212_HEK293T_159_3-no-dox.fsa,229,114
S-21-218_CAG1Hu3.fsa,163,3
S-21-218_CAG1Hu3.fsa,92,4
S-21-218_CAG1Hu3.fsa,123,4
S-21-218_CAG1Hu3.fsa,116,4
S-21-218_CAG1Hu3.fsa,104,5
S-21-218_CAG1Hu3.fsa,99,5
S-21-218_CAG1Hu3.fsa,119,5
S-21-218_CAG1Hu3.fsa,205,6
S-21-218_CAG1Hu3.fsa,153,7
S-21-218_CAG1Hu3.fsa,247,8
S-21-218_CAG1Hu3.fsa,361,9
S-21-218_CAG1Hu3.fsa,448,10
S-21-218_CAG1Hu3.fsa,988,11
S-21-218_CAG1Hu3.fsa,11057,12
S-21-218_CAG1Hu3.fsa,30540,13
S-21-218_CAG1Hu3.fsa,30540,14
S-21-218_CAG1Hu3.fsa,3013,15
S-21-218_CAG1Hu3.fsa,360,16
S-21-218_CAG1Hu3.fsa,77,17
S-21-218_CAG1Hu3.fsa,77,19
S-21-218_CAG1Hu3.fsa,79,20
S-21-218_CAG1Hu3.fsa,80,21
S-21-218_CAG1Hu3.fsa,185,22
S-21-218_CAG1Hu3.fsa,80,23
S-21-218_CAG1Hu3.fsa,94,24
S-21-218_CAG1Hu3.fsa,128,25
S-21-218_CAG1Hu3.fsa,86,26
S-21-218_CAG1Hu3.fsa,131,27
S-21-218_CAG1Hu3.fsa,121,28
S-21-218_CAG1Hu3.fsa,137,29
S-21-218_CAG1Hu3.fsa,153,30
S-21-218_CAG1Hu3.fsa,138,31
S-21-218_CAG1Hu3.fsa,136,32
S-21-218_CAG1Hu3.fsa,152,33
S-21-218_CAG1Hu3.fsa,140,34
S-21-218_CAG1Hu3.fsa,134,35
S-21-218_CAG1Hu3.fsa,152,36
S-21-218_CAG1Hu3.fsa,134,37
S-21-218_CAG1Hu3.fsa,210,38
S-21-218_CAG1Hu3.fsa,306,39
S-21-218_CAG1Hu3.fsa,419,40
S-21-218_CAG1Hu3.fsa,163,41
S-21-218_CAG1Hu3.fsa,141,42
S-21-218_CAG1Hu3.fsa,146,43
S-21-218_CAG1Hu3.fsa,140,44
S-21-218_CAG1Hu3.fsa,140,45
S-21-218_CAG1Hu3.fsa,144,46
S-21-218_CAG1Hu3.fsa,129,47
S-21-218_CAG1Hu3.fsa,206,48
S-21-218_CAG1Hu3.fsa,169,49
S-21-218_CAG1Hu3.fsa,212,49
S-21-218_CAG1Hu3.fsa,118,50
S-21-218_CAG1Hu3.fsa,139,51
S-21-218_CAG1Hu3.fsa,129,52
S-21-218_CAG1Hu3.fsa,132,53
S-21-218_CAG1Hu3.fsa,132,54
S-21-218_CAG1Hu3.fsa,136,55
S-21-218_CAG1Hu3.fsa,131,56
S-21-218_CAG1Hu3.fsa,140,57
S-21-218_CAG1Hu3.fsa,135,58
S-21-218_CAG1Hu3.fsa,123,59
S-21-218_CAG1Hu3.fsa,111,60
S-21-218_CAG1Hu3.fsa,125,61
S-21-218_CAG1Hu3.fsa,121,62
S-21-218_CAG1Hu3.fsa,130,63
S-21-218_CAG1Hu3.fsa,129,64
S-21-218_CAG1Hu3.fsa,118,65
S-21-218_CAG1Hu3.fsa,115,66
S-21-218_CAG1Hu3.fsa,118,67
S-21-218_CAG1Hu3.fsa,113,68
S-21-218_CAG1Hu3.fsa,102,69
S-21-218_CAG1Hu3.fsa,108,70
S-21-218_CAG1Hu3.fsa,98,71
S-21-218_CAG1Hu3.fsa,100,72
S-21-218_CAG1Hu3.fsa,101,73
S-21-218_CAG1Hu3.fsa,109,74
S-21-218_CAG1Hu3.fsa,102,75
S-21-218_CAG1Hu3.fsa,89,76
S-21-218_CAG1Hu3.fsa,86,77
S-21-218_CAG1Hu3.fsa,97,78
S-21-218_CAG1Hu3.fsa,89,79
S-21-218_CAG1Hu3.fsa,96,80
S-21-218_CAG1Hu3.fsa,88,81
S-21-218_CAG1Hu3.fsa,86,82
S-21-218_CAG1Hu3.fsa,93,84
S-21-218_CAG1Hu3.fsa,79,85
S-21-218_CAG1Hu3.fsa,84,86
S-21-218_CAG1Hu3.fsa,86,87
S-21-218_CAG1Hu3.fsa,91,88
S-21-218_CAG1Hu3.fsa,84,90
S-21-218_CAG1Hu3.fsa,85,91
S-21-218_CAG1Hu3.fsa,97,92
S-21-218_CAG1Hu3.fsa,91,93
S-21-218_CAG1Hu3.fsa,83,94
S-21-218_CAG1Hu3.fsa,96,95
S-21-218_CAG1Hu3.fsa,106,96
S-21-218_CAG1Hu3.fsa,115,97
S-21-218_CAG1Hu3.fsa,106,98
S-21-218_CAG1Hu3.fsa,107,99
S-21-218_CAG1Hu3.fsa,121,100
S-21-218_CAG1Hu3.fsa,132,101
S-21-218_CAG1Hu3.fsa,145,102
S-21-218_CAG1Hu3.fsa,149,103
S-21-218_CAG1Hu3.fsa,190,104
S-21-218_CAG1Hu3.fsa,221,105
S-21-218_CAG1Hu3.fsa,277,106
S-21-218_CAG1Hu3.fsa,374,107
S-21-218_CAG1Hu3.fsa,554,108
S-21-218_CAG1Hu3.fsa,781,109
S-21-218_CAG1Hu3.fsa,1151,110
S-21-218_CAG1Hu3.fsa,1563,111
S-21-218_CAG1Hu3.fsa,1831,112
S-21-218_CAG1Hu3.fsa,1843,113
S-21-218_CAG1Hu3.fsa,1308,114
S-21-218_CAG1Hu3.fsa,683,115
S-21-218_CAG1Hu3.fsa,472,116
S-21-218_CAG1Hu3.fsa,382,117
S-21-218_CAG1Hu3.fsa,314,118
S-21-218_CAG1Hu3.fsa,258,119
S-21-218_CAG1Hu3.fsa,214,120
S-21-218_CAG1Hu3.fsa,202,121
S-21-218_CAG1Hu3.fsa,174,122
S-21-218_CAG1Hu3.fsa,153,123
S-21-218_CAG1Hu3.fsa,145,124
S-21-218_CAG1Hu3.fsa,128,125
S-21-218_CAG1Hu3.fsa,125,126
S-21-218_CAG1Hu3.fsa,104,127
S-21-218_CAG1Hu3.fsa,96,128
S-21-218_CAG1Hu3.fsa,107,129
S-21-218_CAG1Hu3.fsa,88,130
S-21-218_CAG1Hu3.fsa,78,131
S-21-218_CAG1Hu3.fsa,84,132
S-21-218_CAG1Hu3.fsa,79,133
S-21-219_CAG1Hu3.fsa,154,3
S-21-219_CAG1Hu3.fsa,88,4
S-21-219_CAG1Hu3.fsa,111,4
S-21-219_CAG1Hu3.fsa,101,5
S-21-219_CAG1Hu3.fsa,86,6
S-21-219_CAG1Hu3.fsa,73,6
S-21-219_CAG1Hu3.fsa,124,7
S-21-219_CAG1Hu3.fsa,162,7
S-21-219_CAG1Hu3.fsa,158,8
S-21-219_CAG1Hu3.fsa,223,9
S-21-219_CAG1Hu3.fsa,290,10
S-21-219_CAG1Hu3.fsa,211,11
S-21-219_CAG1Hu3.fsa,797,12
S-21-219_CAG1Hu3.fsa,1131,12
S-21-219_CAG1Hu3.fsa,10186,13
S-21-219_CAG1Hu3.fsa,30560,14
S-21-219_CAG1Hu3.fsa,30560,15
S-21-219_CAG1Hu3.fsa,4499,16
S-21-219_CAG1Hu3.fsa,167,17
S-21-219_CAG1Hu3.fsa,70,18
S-21-219_CAG1Hu3.fsa,68,21
S-21-219_CAG1Hu3.fsa,88,22
S-21-219_CAG1Hu3.fsa,201,23
S-21-219_CAG1Hu3.fsa,83,24
S-21-219_CAG1Hu3.fsa,73,25
S-21-219_CAG1Hu3.fsa,117,26
S-21-219_CAG1Hu3.fsa,86,27
S-21-219_CAG1Hu3.fsa,95,28
S-21-219_CAG1Hu3.fsa,110,29
S-21-219_CAG1Hu3.fsa,134,30
S-21-219_CAG1Hu3.fsa,161,31
S-21-219_CAG1Hu3.fsa,153,32
S-21-219_CAG1Hu3.fsa,133,33
S-21-219_CAG1Hu3.fsa,129,34
S-21-219_CAG1Hu3.fsa,131,35
S-21-219_CAG1Hu3.fsa,140,36
S-21-219_CAG1Hu3.fsa,126,37
S-21-219_CAG1Hu3.fsa,161,38
S-21-219_CAG1Hu3.fsa,214,39
S-21-219_CAG1Hu3.fsa,357,40
S-21-219_CAG1Hu3.fsa,394,41
S-21-219_CAG1Hu3.fsa,124,42
S-21-219_CAG1Hu3.fsa,113,43
S-21-219_CAG1Hu3.fsa,127,44
S-21-219_CAG1Hu3.fsa,115,45
S-21-219_CAG1Hu3.fsa,110,46
S-21-219_CAG1Hu3.fsa,124,47
S-21-219_CAG1Hu3.fsa,114,48
S-21-219_CAG1Hu3.fsa,191,49
S-21-219_CAG1Hu3.fsa,189,49
S-21-219_CAG1Hu3.fsa,213,49
S-21-219_CAG1Hu3.fsa,124,50
S-21-219_CAG1Hu3.fsa,117,51
S-21-219_CAG1Hu3.fsa,113,52
S-21-219_CAG1Hu3.fsa,121,53
S-21-219_CAG1Hu3.fsa,104,54
S-21-219_CAG1Hu3.fsa,127,55
S-21-219_CAG1Hu3.fsa,103,56
S-21-219_CAG1Hu3.fsa,113,57
S-21-219_CAG1Hu3.fsa,106,58
S-21-219_CAG1Hu3.fsa,114,59
S-21-219_CAG1Hu3.fsa,119,60
S-21-219_CAG1Hu3.fsa,111,61
S-21-219_CAG1Hu3.fsa,101,62
S-21-219_CAG1Hu3.fsa,103,63
S-21-219_CAG1Hu3.fsa,103,64
S-21-219_CAG1Hu3.fsa,100,65
S-21-219_CAG1Hu3.fsa,108,66
S-21-219_CAG1Hu3.fsa,107,67
S-21-219_CAG1Hu3.fsa,107,68
S-21-219_CAG1Hu3.fsa,96,69
S-21-219_CAG1Hu3.fsa,106,70
S-21-219_CAG1Hu3.fsa,101,71
S-21-219_CAG1Hu3.fsa,92,72
S-21-219_CAG1Hu3.fsa,84,73
S-21-219_CAG1Hu3.fsa,90,74
S-21-219_CAG1Hu3.fsa,82,75
S-21-219_CAG1Hu3.fsa,81,76
S-21-219_CAG1Hu3.fsa,80,77
S-21-219_CAG1Hu3.fsa,73,78
S-21-219_CAG1Hu3.fsa,79,79
S-21-219_CAG1Hu3.fsa,81,80
S-21-219_CAG1Hu3.fsa,76,81
S-21-219_CAG1Hu3.fsa,86,82
S-21-219_CAG1Hu3.fsa,69,83
S-21-219_CAG1Hu3.fsa,82,84
S-21-219_CAG1Hu3.fsa,78,85
S-21-219_CAG1Hu3.fsa,67,86
S-21-219_CAG1Hu3.fsa,83,87
S-21-219_CAG1Hu3.fsa,75,88
S-21-219_CAG1Hu3.fsa,68,89
S-21-219_CAG1Hu3.fsa,75,90
S-21-219_CAG1Hu3.fsa,74,91
S-21-219_CAG1Hu3.fsa,67,92
S-21-219_CAG1Hu3.fsa,71,93
S-21-219_CAG1Hu3.fsa,88,94
S-21-219_CAG1Hu3.fsa,73,96
S-21-219_CAG1Hu3.fsa,67,97
S-21-219_CAG1Hu3.fsa,104,98
S-21-219_CAG1Hu3.fsa,90,99
S-21-219_CAG1Hu3.fsa,99,100
S-21-219_CAG1Hu3.fsa,116,101
S-21-219_CAG1Hu3.fsa,124,102
S-21-219_CAG1Hu3.fsa,125,103
S-21-219_CAG1Hu3.fsa,118,104
S-21-219_CAG1Hu3.fsa,164,105
S-21-219_CAG1Hu3.fsa,161,106
S-21-219_CAG1Hu3.fsa,206,107
S-21-219_CAG1Hu3.fsa,291,108
S-21-219_CAG1Hu3.fsa,401,109
S-21-219_CAG1Hu3.fsa,533,110
S-21-219_CAG1Hu3.fsa,756,111
S-21-219_CAG1Hu3.fsa,1001,112
S-21-219_CAG1Hu3.fsa,1313,113
S-21-219_CAG1Hu3.fsa,1500,114
S-21-219_CAG1Hu3.fsa,1413,115
S-21-219_CAG1Hu3.fsa,967,116
S-21-219_CAG1Hu3.fsa,547,117
S-21-219_CAG1Hu3.fsa,356,118
S-21-219_CAG1Hu3.fsa,300,119
S-21-219_CAG1Hu3.fsa,246,120
S-21-219_CAG1Hu3.fsa,223,121
S-21-219_CAG1Hu3.fsa,203,122
S-21-219_CAG1Hu3.fsa,158,123
S-21-219_CAG1Hu3.fsa,124,124
S-21-219_CAG1Hu3.fsa,107,125
S-21-219_CAG1Hu3.fsa,102,126
S-21-219_CAG1Hu3.fsa,104,127
S-21-219_CAG1Hu3.fsa,98,128
S-21-219_CAG1Hu3.fsa,104,129
S-21-219_CAG1Hu3.fsa,96,130
S-21-219_CAG1Hu3.fsa,82,131
S-21-219_CAG1Hu3.fsa,77,132
S-21-220_CAG1Hu3.fsa,228,6
S-21-220_CAG1Hu3.fsa,198,7
S-21-220_CAG1Hu3.fsa,101,7
S-21-220_CAG1Hu3.fsa,110,8
S-21-220_CAG1Hu3.fsa,75,9
S-21-220_CAG1Hu3.fsa,131,10
S-21-220_CAG1Hu3.fsa,238,11
S-21-220_CAG1Hu3.fsa,294,12
S-21-220_CAG1Hu3.fsa,312,13
S-21-220_CAG1Hu3.fsa,520,14
S-21-220_CAG1Hu3.fsa,4423,15
S-21-220_CAG1Hu3.fsa,27593,16
S-21-220_CAG1Hu3.fsa,29105,17
S-21-220_CAG1Hu3.fsa,29105,18
S-21-220_CAG1Hu3.fsa,29105,19
S-21-220_CAG1Hu3.fsa,4307,20
S-21-220_CAG1Hu3.fsa,455,21
S-21-220_CAG1Hu3.fsa,592,22
S-21-220_CAG1Hu3.fsa,351,23
S-21-220_CAG1Hu3.fsa,389,24
S-21-220_CAG1Hu3.fsa,361,25
S-21-220_CAG1Hu3.fsa,379,26
S-21-220_CAG1Hu3.fsa,484,27
S-21-220_CAG1Hu3.fsa,298,28
S-21-220_CAG1Hu3.fsa,248,29
S-21-220_CAG1Hu3.fsa,273,30
S-21-220_CAG1Hu3.fsa,240,31
S-21-220_CAG1Hu3.fsa,81,31
S-21-220_CAG1Hu3.fsa,251,32
S-21-220_CAG1Hu3.fsa,138,32
S-21-220_CAG1Hu3.fsa,297,32
S-21-220_CAG1Hu3.fsa,123,32
S-21-220_CAG1Hu3.fsa,316,33
S-21-220_CAG1Hu3.fsa,118,33
S-21-220_CAG1Hu3.fsa,370,33
S-21-220_CAG1Hu3.fsa,469,34
S-21-220_CAG1Hu3.fsa,587,35
S-21-220_CAG1Hu3.fsa,761,36
S-21-220_CAG1Hu3.fsa,1042,37
S-21-220_CAG1Hu3.fsa,1630,38
S-21-220_CAG1Hu3.fsa,3468,39
S-21-220_CAG1Hu3.fsa,7941,40
S-21-220_CAG1Hu3.fsa,17712,41
S-21-220_CAG1Hu3.fsa,31891,42
S-21-220_CAG1Hu3.fsa,31891,43
S-21-220_CAG1Hu3.fsa,2519,44
S-21-220_CAG1Hu3.fsa,435,45
S-21-220_CAG1Hu3.fsa,296,46
S-21-220_CAG1Hu3.fsa,233,47
S-21-220_CAG1Hu3.fsa,241,48
S-21-220_CAG1Hu3.fsa,157,49
S-21-220_CAG1Hu3.fsa,162,50
S-21-220_CAG1Hu3.fsa,240,51
S-21-220_CAG1Hu3.fsa,209,51
S-21-220_CAG1Hu3.fsa,206,52
S-21-220_CAG1Hu3.fsa,82,53
S-21-221_CAG1Hu3.fsa,197,7
S-21-221_CAG1Hu3.fsa,107,8
S-21-221_CAG1Hu3.fsa,141,8
S-21-221_CAG1Hu3.fsa,88,8
S-21-221_CAG1Hu3.fsa,84,9
S-21-221_CAG1Hu3.fsa,64,10
S-21-221_CAG1Hu3.fsa,76,11
S-21-221_CAG1Hu3.fsa,189,12
S-21-221_CAG1Hu3.fsa,172,13
S-21-221_CAG1Hu3.fsa,237,14
S-21-221_CAG1Hu3.fsa,370,15
S-21-221_CAG1Hu3.fsa,3126,16
S-21-221_CAG1Hu3.fsa,21152,17
S-21-221_CAG1Hu3.fsa,29701,18
S-21-221_CAG1Hu3.fsa,29701,19
S-21-221_CAG1Hu3.fsa,29701,20
S-21-221_CAG1Hu3.fsa,2416,21
S-21-221_CAG1Hu3.fsa,703,22
S-21-221_CAG1Hu3.fsa,635,23
S-21-221_CAG1Hu3.fsa,173,24
S-21-221_CAG1Hu3.fsa,227,25
S-21-221_CAG1Hu3.fsa,199,26
S-21-221_CAG1Hu3.fsa,190,27
S-21-221_CAG1Hu3.fsa,306,28
S-21-221_CAG1Hu3.fsa,150,29
S-21-221_CAG1Hu3.fsa,120,30
S-21-221_CAG1Hu3.fsa,143,31
S-21-221_CAG1Hu3.fsa,63,31
S-21-221_CAG1Hu3.fsa,93,32
S-21-221_CAG1Hu3.fsa,115,33
S-21-221_CAG1Hu3.fsa,75,33
S-21-221_CAG1Hu3.fsa,131,33
S-21-221_CAG1Hu3.fsa,86,33
S-21-221_CAG1Hu3.fsa,169,33
S-21-221_CAG1Hu3.fsa,84,33
S-21-221_CAG1Hu3.fsa,192,33
S-21-221_CAG1Hu3.fsa,221,34
S-21-221_CAG1Hu3.fsa,265,35
S-21-221_CAG1Hu3.fsa,332,36
S-21-221_CAG1Hu3.fsa,457,37
S-21-221_CAG1Hu3.fsa,665,38
S-21-221_CAG1Hu3.fsa,1317,39
S-21-221_CAG1Hu3.fsa,3264,40
S-21-221_CAG1Hu3.fsa,8323,41
S-21-221_CAG1Hu3.fsa,18616,42
S-21-221_CAG1Hu3.fsa,25147,43
S-21-221_CAG1Hu3.fsa,1632,44
S-21-221_CAG1Hu3.fsa,344,45
S-21-221_CAG1Hu3.fsa,120,46
S-21-221_CAG1Hu3.fsa,101,47
S-21-221_CAG1Hu3.fsa,144,48
S-21-221_CAG1Hu3.fsa,193,52
S-21-222_CAG1Hu3.fsa,234,6
S-21-222_CAG1Hu3.fsa,141,7
S-21-222_CAG1Hu3.fsa,160,7
S-21-222_CAG1Hu3.fsa,117,8
S-21-222_CAG1Hu3.fsa,104,8
S-21-222_CAG1Hu3.fsa,98,9
S-21-222_CAG1Hu3.fsa,108,9
S-21-222_CAG1Hu3.fsa,124,9
S-21-222_CAG1Hu3.fsa,216,10
S-21-222_CAG1Hu3.fsa,202,11
S-21-222_CAG1Hu3.fsa,321,12
S-21-222_CAG1Hu3.fsa,430,13
S-21-222_CAG1Hu3.fsa,573,14
S-21-222_CAG1Hu3.fsa,958,15
S-21-222_CAG1Hu3.fsa,10444,16
S-21-222_CAG1Hu3.fsa,29931,17
S-21-222_CAG1Hu3.fsa,29931,18
S-21-222_CAG1Hu3.fsa,3056,19
S-21-222_CAG1Hu3.fsa,628,20
S-21-222_CAG1Hu3.fsa,475,22
S-21-222_CAG1Hu3.fsa,294,23
S-21-222_CAG1Hu3.fsa,323,24
S-21-222_CAG1Hu3.fsa,319,25
S-21-222_CAG1Hu3.fsa,348,26
S-21-222_CAG1Hu3.fsa,115,26
S-21-222_CAG1Hu3.fsa,380,27
S-21-222_CAG1Hu3.fsa,210,28
S-21-222_CAG1Hu3.fsa,173,29
S-21-222_CAG1Hu3.fsa,232,30
S-21-222_CAG1Hu3.fsa,97,30
S-21-222_CAG1Hu3.fsa,201,31
S-21-222_CAG1Hu3.fsa,98,31
S-21-222_CAG1Hu3.fsa,163,32
S-21-222_CAG1Hu3.fsa,106,32
S-21-222_CAG1Hu3.fsa,231,33
S-21-222_CAG1Hu3.fsa,129,33
S-21-222_CAG1Hu3.fsa,310,33
S-21-222_CAG1Hu3.fsa,67,33
S-21-222_CAG1Hu3.fsa,308,33
S-21-222_CAG1Hu3.fsa,419,34
S-21-222_CAG1Hu3.fsa,537,35
S-21-222_CAG1Hu3.fsa,678,36
S-21-222_CAG1Hu3.fsa,1056,37
S-21-222_CAG1Hu3.fsa,2027,38
S-21-222_CAG1Hu3.fsa,4769,39
S-21-222_CAG1Hu3.fsa,10864,40
S-21-222_CAG1Hu3.fsa,26440,41
S-21-222_CAG1Hu3.fsa,31863,42
S-21-222_CAG1Hu3.fsa,26225,43
S-21-222_CAG1Hu3.fsa,1503,44
S-21-222_CAG1Hu3.fsa,307,45
S-21-222_CAG1Hu3.fsa,227,46
S-21-222_CAG1Hu3.fsa,199,47
S-21-222_CAG1Hu3.fsa,269,48
S-21-222_CAG1Hu3.fsa,146,49
S-21-222_CAG1Hu3.fsa,187,51
S-21-223_CAG1Hu3.fsa,166,7
S-21-223_CAG1Hu3.fsa,147,7
S-21-223_CAG1Hu3.fsa,86,8
S-21-223_CAG1Hu3.fsa,132,8
S-21-223_CAG1Hu3.fsa,57,8
S-21-223_CAG1Hu3.fsa,70,9
S-21-223_CAG1Hu3.fsa,62,10
S-21-223_CAG1Hu3.fsa,120,11
S-21-223_CAG1Hu3.fsa,107,12
S-21-223_CAG1Hu3.fsa,192,13
S-21-223_CAG1Hu3.fsa,219,14
S-21-223_CAG1Hu3.fsa,173,15
S-21-223_CAG1Hu3.fsa,6081,17
S-21-223_CAG1Hu3.fsa,30965,18
S-21-223_CAG1Hu3.fsa,30965,19
S-21-223_CAG1Hu3.fsa,1067,20
S-21-223_CAG1Hu3.fsa,679,22
S-21-223_CAG1Hu3.fsa,444,23
S-21-223_CAG1Hu3.fsa,260,24
S-21-223_CAG1Hu3.fsa,255,25
S-21-223_CAG1Hu3.fsa,282,26
S-21-223_CAG1Hu3.fsa,280,27
S-21-223_CAG1Hu3.fsa,340,28
S-21-223_CAG1Hu3.fsa,223,29
S-21-223_CAG1Hu3.fsa,176,30
S-21-223_CAG1Hu3.fsa,56,30
S-21-223_CAG1Hu3.fsa,169,30
S-21-223_CAG1Hu3.fsa,164,31
S-21-223_CAG1Hu3.fsa,60,31
S-21-223_CAG1Hu3.fsa,182,31
S-21-223_CAG1Hu3.fsa,116,31
S-21-223_CAG1Hu3.fsa,166,32
S-21-223_CAG1Hu3.fsa,103,32
S-21-223_CAG1Hu3.fsa,198,33
S-21-223_CAG1Hu3.fsa,111,33
S-21-223_CAG1Hu3.fsa,278,33
S-21-223_CAG1Hu3.fsa,297,34
S-21-223_CAG1Hu3.fsa,404,35
S-21-223_CAG1Hu3.fsa,489,36
S-21-223_CAG1Hu3.fsa,706,37
S-21-223_CAG1Hu3.fsa,1441,38
S-21-223_CAG1Hu3.fsa,3572,39
S-21-223_CAG1Hu3.fsa,8698,40
S-21-223_CAG1Hu3.fsa,20550,41
S-21-223_CAG1Hu3.fsa,31493,42
S-21-223_CAG1Hu3.fsa,31917,43
S-21-223_CAG1Hu3.fsa,1818,44
S-21-223_CAG1Hu3.fsa,196,45
S-21-223_CAG1Hu3.fsa,144,46
S-21-223_CAG1Hu3.fsa,171,47
S-21-223_CAG1Hu3.fsa,142,48
S-21-223_CAG1Hu3.fsa,85,49
S-21-223_CAG1Hu3.fsa,89,50
S-21-223_CAG1Hu3.fsa,149,52
S-21-224_CAG1Hu3.fsa,168,1
S-21-224_CAG1Hu3.fsa,110,2
S-21-224_CAG1Hu3.fsa,107,3
S-21-224_CAG1Hu3.fsa,134,3
S-21-224_CAG1Hu3.fsa,68,4
S-21-224_CAG1Hu3.fsa,94,5
S-21-224_CAG1Hu3.fsa,124,5
S-21-224_CAG1Hu3.fsa,146,6
S-21-224_CAG1Hu3.fsa,250,7
S-21-224_CAG1Hu3.fsa,207,8
S-21-224_CAG1Hu3.fsa,318,9
S-21-224_CAG1Hu3.fsa,352,10
S-21-224_CAG1Hu3.fsa,304,11
S-21-224_CAG1Hu3.fsa,1009,12
S-21-224_CAG1Hu3.fsa,10478,13
S-21-224_CAG1Hu3.fsa,29791,14
S-21-224_CAG1Hu3.fsa,29791,15
S-21-224_CAG1Hu3.fsa,5784,16
S-21-224_CAG1Hu3.fsa,528,17
S-21-224_CAG1Hu3.fsa,519,18
S-21-224_CAG1Hu3.fsa,81,19
S-21-224_CAG1Hu3.fsa,79,20
S-21-224_CAG1Hu3.fsa,78,21
S-21-224_CAG1Hu3.fsa,218,22
S-21-224_CAG1Hu3.fsa,100,23
S-21-224_CAG1Hu3.fsa,92,24
S-21-224_CAG1Hu3.fsa,139,25
S-21-224_CAG1Hu3.fsa,98,26
S-21-224_CAG1Hu3.fsa,128,27
S-21-224_CAG1Hu3.fsa,141,28
S-21-224_CAG1Hu3.fsa,137,29
S-21-224_CAG1Hu3.fsa,153,30
S-21-224_CAG1Hu3.fsa,159,31
S-21-224_CAG1Hu3.fsa,147,32
S-21-224_CAG1Hu3.fsa,156,33
S-21-224_CAG1Hu3.fsa,141,34
S-21-224_CAG1Hu3.fsa,133,35
S-21-224_CAG1Hu3.fsa,118,36
S-21-224_CAG1Hu3.fsa,131,37
S-21-224_CAG1Hu3.fsa,141,38
S-21-224_CAG1Hu3.fsa,141,39
S-21-224_CAG1Hu3.fsa,164,40
S-21-224_CAG1Hu3.fsa,194,40
S-21-224_CAG1Hu3.fsa,202,41
S-21-224_CAG1Hu3.fsa,96,42
S-21-224_CAG1Hu3.fsa,161,43
S-21-224_CAG1Hu3.fsa,148,44
S-21-224_CAG1Hu3.fsa,137,45
S-21-224_CAG1Hu3.fsa,146,46
S-21-224_CAG1Hu3.fsa,135,47
S-21-224_CAG1Hu3.fsa,183,48
S-21-224_CAG1Hu3.fsa,281,49
S-21-224_CAG1Hu3.fsa,121,50
S-21-224_CAG1Hu3.fsa,133,51
S-21-224_CAG1Hu3.fsa,127,52
S-21-224_CAG1Hu3.fsa,121,53
S-21-224_CAG1Hu3.fsa,128,54
S-21-224_CAG1Hu3.fsa,136,55
S-21-224_CAG1Hu3.fsa,127,56
S-21-224_CAG1Hu3.fsa,131,57
S-21-224_CAG1Hu3.fsa,130,58
S-21-224_CAG1Hu3.fsa,110,59
S-21-224_CAG1Hu3.fsa,123,60
S-21-224_CAG1Hu3.fsa,113,61
S-21-224_CAG1Hu3.fsa,118,62
S-21-224_CAG1Hu3.fsa,107,63
S-21-224_CAG1Hu3.fsa,144,64
S-21-224_CAG1Hu3.fsa,115,65
S-21-224_CAG1Hu3.fsa,113,66
S-21-224_CAG1Hu3.fsa,120,67
S-21-224_CAG1Hu3.fsa,96,68
S-21-224_CAG1Hu3.fsa,115,69
S-21-224_CAG1Hu3.fsa,104,70
S-21-224_CAG1Hu3.fsa,111,71
S-21-224_CAG1Hu3.fsa,95,72
S-21-224_CAG1Hu3.fsa,100,73
S-21-224_CAG1Hu3.fsa,83,74
S-21-224_CAG1Hu3.fsa,97,75
S-21-224_CAG1Hu3.fsa,103,76
S-21-224_CAG1Hu3.fsa,91,77
S-21-224_CAG1Hu3.fsa,85,78
S-21-224_CAG1Hu3.fsa,93,79
S-21-224_CAG1Hu3.fsa,94,80
S-21-224_CAG1Hu3.fsa,85,81
S-21-224_CAG1Hu3.fsa,81,82
S-21-224_CAG1Hu3.fsa,76,83
S-21-224_CAG1Hu3.fsa,97,84
S-21-224_CAG1Hu3.fsa,79,85
S-21-224_CAG1Hu3.fsa,85,86
S-21-224_CAG1Hu3.fsa,83,87
S-21-224_CAG1Hu3.fsa,75,88
S-21-224_CAG1Hu3.fsa,74,89
S-21-224_CAG1Hu3.fsa,73,90
S-21-224_CAG1Hu3.fsa,86,91
S-21-224_CAG1Hu3.fsa,75,92
