unique_id,reads,np_repeat
324978m_E01_ZM111.fsa,35,8
324978m_E01_ZM111.fsa,58,8
324978m_E01_ZM111.fsa,45,9
324978m_E01_ZM111.fsa,64,10
324978m_E01_ZM111.fsa,87,10
324978m_E01_ZM111.fsa,69,11
324978m_E01_ZM111.fsa,47,11
324978m_E01_ZM111.fsa,31,12
324978m_E01_ZM111.fsa,47,12
324978m_E01_ZM111.fsa,46,13
324978m_E01_ZM111.fsa,54,14
324978m_E01_ZM111.fsa,59,14
324978m_E01_ZM111.fsa,54,14
324978m_E01_ZM111.fsa,287,15
324978m_E01_ZM111.fsa,155,15
324978m_E01_ZM111.fsa,166,16
324978m_E01_ZM111.fsa,56,16
324978m_E01_ZM111.fsa,39,16
324978m_E01_ZM111.fsa,309,16
324978m_E01_ZM111.fsa,138,16
324978m_E01_ZM111.fsa,1177,16
324978m_E01_ZM111.fsa,2676,16
324978m_E01_ZM111.fsa,81,16
324978m_E01_ZM111.fsa,17034,17
324978m_E01_ZM111.fsa,117,17
324978m_E01_ZM111.fsa,31281,18
324978m_E01_ZM111.fsa,31281,18
324978m_E01_ZM111.fsa,479,19
324978m_E01_ZM111.fsa,106,20
324978m_E01_ZM111.fsa,32,21
324978m_E01_ZM111.fsa,56,21
324978m_E01_ZM111.fsa,78,22
324978m_E01_ZM111.fsa,61,23
324978m_E01_ZM111.fsa,94,24
324978m_E01_ZM111.fsa,43,24
324978m_E01_ZM111.fsa,52,25
324978m_E01_ZM111.fsa,35,26
324978m_E01_ZM111.fsa,63,26
324978m_E01_ZM111.fsa,31,27
324978m_E01_ZM111.fsa,73,27
324978m_E01_ZM111.fsa,91,28
324978m_E01_ZM111.fsa,92,28
324978m_E01_ZM111.fsa,144,29
324978m_E01_ZM111.fsa,167,29
324978m_E01_ZM111.fsa,49,30
324978m_E01_ZM111.fsa,66,30
324978m_E01_ZM111.fsa,47,30
324978m_E01_ZM111.fsa,98,31
324978m_E01_ZM111.fsa,55,31
324978m_E01_ZM111.fsa,88,32
324978m_E01_ZM111.fsa,63,32
324978m_E01_ZM111.fsa,101,33
324978m_E01_ZM111.fsa,71,33
324978m_E01_ZM111.fsa,87,34
324978m_E01_ZM111.fsa,75,34
324978m_E01_ZM111.fsa,97,35
324978m_E01_ZM111.fsa,88,35
324978m_E01_ZM111.fsa,89,36
324978m_E01_ZM111.fsa,69,36
324978m_E01_ZM111.fsa,104,37
324978m_E01_ZM111.fsa,58,37
324978m_E01_ZM111.fsa,67,37
324978m_E01_ZM111.fsa,74,37
324978m_E01_ZM111.fsa,101,38
324978m_E01_ZM111.fsa,146,39
324978m_E01_ZM111.fsa,266,40
324978m_E01_ZM111.fsa,547,41
324978m_E01_ZM111.fsa,1218,42
324978m_E01_ZM111.fsa,84,42
324978m_E01_ZM111.fsa,291,42
324978m_E01_ZM111.fsa,2826,42
324978m_E01_ZM111.fsa,121,42
324978m_E01_ZM111.fsa,8197,43
324978m_E01_ZM111.fsa,74,43
324978m_E01_ZM111.fsa,19193,44
324978m_E01_ZM111.fsa,143,44
324978m_E01_ZM111.fsa,26354,45
324978m_E01_ZM111.fsa,622,46
324978m_E01_ZM111.fsa,86,47
324978m_E01_ZM111.fsa,54,49
324978m_E01_ZM111.fsa,50,51
324978m_E01_ZM111.fsa,36,52
324978m_E01_ZM111.fsa,62,53
324978m_E01_ZM111.fsa,89,54
324978m_E01_ZM111.fsa,129,123
324978m_E01_ZM111.fsa,44,124
324978m_E01_ZM111.fsa,93,126
324978m_E01_ZM111.fsa,38,127
324978m_E01_ZM111.fsa,31,128
324978m_E02_ZM112.fsa,49,7
324978m_E02_ZM112.fsa,38,8
324978m_E02_ZM112.fsa,47,8
324978m_E02_ZM112.fsa,56,9
324978m_E02_ZM112.fsa,76,9
324978m_E02_ZM112.fsa,80,10
324978m_E02_ZM112.fsa,33,11
324978m_E02_ZM112.fsa,42,12
324978m_E02_ZM112.fsa,65,12
324978m_E02_ZM112.fsa,59,13
324978m_E02_ZM112.fsa,65,13
324978m_E02_ZM112.fsa,37,13
324978m_E02_ZM112.fsa,47,13
324978m_E02_ZM112.fsa,61,13
324978m_E02_ZM112.fsa,202,13
324978m_E02_ZM112.fsa,58,13
324978m_E02_ZM112.fsa,122,13
324978m_E02_ZM112.fsa,261,14
324978m_E02_ZM112.fsa,55,14
324978m_E02_ZM112.fsa,1063,15
324978m_E02_ZM112.fsa,936,15
324978m_E02_ZM112.fsa,686,15
324978m_E02_ZM112.fsa,2801,15
324978m_E02_ZM112.fsa,59,15
324978m_E02_ZM112.fsa,17158,16
324978m_E02_ZM112.fsa,47,16
324978m_E02_ZM112.fsa,31483,17
324978m_E02_ZM112.fsa,569,18
324978m_E02_ZM112.fsa,84,19
324978m_E02_ZM112.fsa,91,20
324978m_E02_ZM112.fsa,38,21
324978m_E02_ZM112.fsa,85,21
324978m_E02_ZM112.fsa,134,22
324978m_E02_ZM112.fsa,104,23
324978m_E02_ZM112.fsa,78,24
324978m_E02_ZM112.fsa,111,25
324978m_E02_ZM112.fsa,96,26
324978m_E02_ZM112.fsa,125,27
324978m_E02_ZM112.fsa,43,27
324978m_E02_ZM112.fsa,131,28
324978m_E02_ZM112.fsa,127,28
324978m_E02_ZM112.fsa,68,29
324978m_E02_ZM112.fsa,36,29
324978m_E02_ZM112.fsa,83,30
324978m_E02_ZM112.fsa,30,30
324978m_E02_ZM112.fsa,81,31
324978m_E02_ZM112.fsa,81,32
324978m_E02_ZM112.fsa,80,33
324978m_E02_ZM112.fsa,89,34
324978m_E02_ZM112.fsa,120,35
324978m_E02_ZM112.fsa,173,36
324978m_E02_ZM112.fsa,298,37
324978m_E02_ZM112.fsa,41,37
324978m_E02_ZM112.fsa,685,38
324978m_E02_ZM112.fsa,77,38
324978m_E02_ZM112.fsa,2219,39
324978m_E02_ZM112.fsa,112,39
324978m_E02_ZM112.fsa,7015,40
324978m_E02_ZM112.fsa,67,40
324978m_E02_ZM112.fsa,17702,41
324978m_E02_ZM112.fsa,27062,42
324978m_E02_ZM112.fsa,913,43
324978m_E02_ZM112.fsa,252,44
324978m_E02_ZM112.fsa,358,45
324978m_E02_ZM112.fsa,210,46
324978m_E02_ZM112.fsa,75,47
324978m_E02_ZM112.fsa,38,48
324978m_E02_ZM112.fsa,33,49
324978m_E02_ZM112.fsa,43,49
324978m_E02_ZM112.fsa,32,55
324978m_E02_ZM112.fsa,105,56
324978m_E02_ZM112.fsa,144,57
324978m_E02_ZM112.fsa,32,57
324978m_E02_ZM112.fsa,33,124
324978m_E02_ZM112.fsa,95,125
324978m_E02_ZM112.fsa,32,125
324978m_E02_ZM112.fsa,51,125
324978m_E02_ZM112.fsa,67,127
324978m_E02_ZM112.fsa,53,128
324978m_E02_ZM112.fsa,30,129
324978m_E03_ZM113.fsa,64,6
324978m_E03_ZM113.fsa,67,9
324978m_E03_ZM113.fsa,34,9
324978m_E03_ZM113.fsa,93,10
324978m_E03_ZM113.fsa,105,10
324978m_E03_ZM113.fsa,101,11
324978m_E03_ZM113.fsa,42,11
324978m_E03_ZM113.fsa,71,12
324978m_E03_ZM113.fsa,58,13
324978m_E03_ZM113.fsa,102,13
324978m_E03_ZM113.fsa,54,14
324978m_E03_ZM113.fsa,231,14
324978m_E03_ZM113.fsa,53,14
324978m_E03_ZM113.fsa,136,14
324978m_E03_ZM113.fsa,38,15
324978m_E03_ZM113.fsa,205,15
324978m_E03_ZM113.fsa,503,16
324978m_E03_ZM113.fsa,605,17
324978m_E03_ZM113.fsa,2031,17
324978m_E03_ZM113.fsa,298,17
324978m_E03_ZM113.fsa,459,17
324978m_E03_ZM113.fsa,3869,17
324978m_E03_ZM113.fsa,96,17
324978m_E03_ZM113.fsa,20325,18
324978m_E03_ZM113.fsa,364,18
324978m_E03_ZM113.fsa,31322,19
324978m_E03_ZM113.fsa,695,20
324978m_E03_ZM113.fsa,135,21
324978m_E03_ZM113.fsa,176,22
324978m_E03_ZM113.fsa,151,23
324978m_E03_ZM113.fsa,49,24
324978m_E03_ZM113.fsa,105,24
324978m_E03_ZM113.fsa,104,25
324978m_E03_ZM113.fsa,90,26
324978m_E03_ZM113.fsa,124,26
324978m_E03_ZM113.fsa,249,27
324978m_E03_ZM113.fsa,439,28
324978m_E03_ZM113.fsa,88,29
324978m_E03_ZM113.fsa,36,29
324978m_E03_ZM113.fsa,87,30
324978m_E03_ZM113.fsa,37,30
324978m_E03_ZM113.fsa,97,31
324978m_E03_ZM113.fsa,111,32
324978m_E03_ZM113.fsa,100,33
324978m_E03_ZM113.fsa,148,34
324978m_E03_ZM113.fsa,185,35
324978m_E03_ZM113.fsa,184,36
324978m_E03_ZM113.fsa,358,37
324978m_E03_ZM113.fsa,62,37
324978m_E03_ZM113.fsa,903,38
324978m_E03_ZM113.fsa,112,38
324978m_E03_ZM113.fsa,2771,39
324978m_E03_ZM113.fsa,154,39
324978m_E03_ZM113.fsa,8689,40
324978m_E03_ZM113.fsa,81,40
324978m_E03_ZM113.fsa,21929,41
324978m_E03_ZM113.fsa,31647,42
324978m_E03_ZM113.fsa,1214,43
324978m_E03_ZM113.fsa,257,44
324978m_E03_ZM113.fsa,351,45
324978m_E03_ZM113.fsa,53,46
324978m_E03_ZM113.fsa,31,47
324978m_E03_ZM113.fsa,32,47
324978m_E03_ZM113.fsa,61,49
324978m_E03_ZM113.fsa,57,49
324978m_E03_ZM113.fsa,33,54
324978m_E03_ZM113.fsa,68,54
324978m_E03_ZM113.fsa,120,55
324978m_E03_ZM113.fsa,152,55
324978m_E03_ZM113.fsa,205,56
324978m_E03_ZM113.fsa,154,56
324978m_E03_ZM113.fsa,154,124
324978m_E03_ZM113.fsa,54,125
324978m_E03_ZM113.fsa,108,126
324978m_E03_ZM113.fsa,33,127
324978m_E03_ZM113.fsa,47,127
324978m_E04_ZM114.fsa,58,6
324978m_E04_ZM114.fsa,59,6
324978m_E04_ZM114.fsa,58,9
324978m_E04_ZM114.fsa,42,9
324978m_E04_ZM114.fsa,75,10
324978m_E04_ZM114.fsa,73,10
324978m_E04_ZM114.fsa,96,11
324978m_E04_ZM114.fsa,50,12
324978m_E04_ZM114.fsa,37,13
324978m_E04_ZM114.fsa,92,13
324978m_E04_ZM114.fsa,42,14
324978m_E04_ZM114.fsa,65,14
324978m_E04_ZM114.fsa,52,14
324978m_E04_ZM114.fsa,38,14
324978m_E04_ZM114.fsa,216,14
324978m_E04_ZM114.fsa,46,15
324978m_E04_ZM114.fsa,122,15
324978m_E04_ZM114.fsa,256,16
324978m_E04_ZM114.fsa,44,16
324978m_E04_ZM114.fsa,993,17
324978m_E04_ZM114.fsa,947,17
324978m_E04_ZM114.fsa,1408,17
324978m_E04_ZM114.fsa,3826,17
324978m_E04_ZM114.fsa,126,17
324978m_E04_ZM114.fsa,20150,18
324978m_E04_ZM114.fsa,71,18
324978m_E04_ZM114.fsa,31434,19
324978m_E04_ZM114.fsa,394,20
324978m_E04_ZM114.fsa,436,20
324978m_E04_ZM114.fsa,69,21
324978m_E04_ZM114.fsa,126,22
324978m_E04_ZM114.fsa,53,23
324978m_E04_ZM114.fsa,62,24
324978m_E04_ZM114.fsa,102,24
324978m_E04_ZM114.fsa,82,24
324978m_E04_ZM114.fsa,56,25
324978m_E04_ZM114.fsa,38,26
324978m_E04_ZM114.fsa,79,26
324978m_E04_ZM114.fsa,86,27
324978m_E04_ZM114.fsa,204,28
324978m_E04_ZM114.fsa,436,29
324978m_E04_ZM114.fsa,37,30
324978m_E04_ZM114.fsa,95,30
324978m_E04_ZM114.fsa,39,31
324978m_E04_ZM114.fsa,81,31
324978m_E04_ZM114.fsa,94,32
324978m_E04_ZM114.fsa,92,33
324978m_E04_ZM114.fsa,100,34
324978m_E04_ZM114.fsa,95,35
324978m_E04_ZM114.fsa,98,36
324978m_E04_ZM114.fsa,98,37
324978m_E04_ZM114.fsa,106,38
324978m_E04_ZM114.fsa,109,39
324978m_E04_ZM114.fsa,116,40
324978m_E04_ZM114.fsa,148,41
324978m_E04_ZM114.fsa,255,42
324978m_E04_ZM114.fsa,50,42
324978m_E04_ZM114.fsa,351,43
324978m_E04_ZM114.fsa,43,43
324978m_E04_ZM114.fsa,99,44
324978m_E04_ZM114.fsa,40,44
324978m_E04_ZM114.fsa,96,45
324978m_E04_ZM114.fsa,45,45
324978m_E04_ZM114.fsa,108,46
324978m_E04_ZM114.fsa,134,47
324978m_E04_ZM114.fsa,38,47
324978m_E04_ZM114.fsa,81,48
324978m_E04_ZM114.fsa,61,49
324978m_E04_ZM114.fsa,87,50
324978m_E04_ZM114.fsa,146,51
324978m_E04_ZM114.fsa,264,52
324978m_E04_ZM114.fsa,486,53
324978m_E04_ZM114.fsa,46,53
324978m_E04_ZM114.fsa,1236,54
324978m_E04_ZM114.fsa,64,54
324978m_E04_ZM114.fsa,3309,55
324978m_E04_ZM114.fsa,91,55
324978m_E04_ZM114.fsa,8012,56
324978m_E04_ZM114.fsa,82,56
324978m_E04_ZM114.fsa,15114,57
324978m_E04_ZM114.fsa,16920,58
324978m_E04_ZM114.fsa,1112,59
324978m_E04_ZM114.fsa,259,60
324978m_E04_ZM114.fsa,240,61
324978m_E04_ZM114.fsa,38,62
324978m_E04_ZM114.fsa,42,74
324978m_E04_ZM114.fsa,44,74
324978m_E04_ZM114.fsa,59,126
324978m_E04_ZM114.fsa,44,127
324978m_E04_ZM114.fsa,322,127
324978m_E04_ZM114.fsa,73,128
324978m_E04_ZM114.fsa,253,129
324978m_E04_ZM114.fsa,45,131
324978m_E05_ZM115.fsa,40,9
324978m_E05_ZM115.fsa,65,9
324978m_E05_ZM115.fsa,36,10
324978m_E05_ZM115.fsa,37,13
324978m_E05_ZM115.fsa,48,13
324978m_E05_ZM115.fsa,70,13
324978m_E05_ZM115.fsa,42,14
324978m_E05_ZM115.fsa,47,14
324978m_E05_ZM115.fsa,183,15
324978m_E05_ZM115.fsa,38,16
324978m_E05_ZM115.fsa,86,16
324978m_E05_ZM115.fsa,83,16
324978m_E05_ZM115.fsa,66,16
324978m_E05_ZM115.fsa,339,16
324978m_E05_ZM115.fsa,211,16
324978m_E05_ZM115.fsa,550,16
324978m_E05_ZM115.fsa,2577,16
324978m_E05_ZM115.fsa,105,16
324978m_E05_ZM115.fsa,15132,17
324978m_E05_ZM115.fsa,31274,18
324978m_E05_ZM115.fsa,552,19
324978m_E05_ZM115.fsa,110,20
324978m_E05_ZM115.fsa,129,20
324978m_E05_ZM115.fsa,56,20
324978m_E05_ZM115.fsa,117,20
324978m_E05_ZM115.fsa,597,20
324978m_E05_ZM115.fsa,45,21
324978m_E05_ZM115.fsa,42,22
324978m_E05_ZM115.fsa,65,23
324978m_E05_ZM115.fsa,74,23
324978m_E05_ZM115.fsa,81,24
324978m_E05_ZM115.fsa,59,24
324978m_E05_ZM115.fsa,37,26
324978m_E05_ZM115.fsa,60,29
324978m_E05_ZM115.fsa,42,29
324978m_E05_ZM115.fsa,36,30
324978m_E05_ZM115.fsa,46,30
324978m_E05_ZM115.fsa,44,31
324978m_E05_ZM115.fsa,55,31
324978m_E05_ZM115.fsa,60,32
324978m_E05_ZM115.fsa,62,32
324978m_E05_ZM115.fsa,79,32
324978m_E05_ZM115.fsa,42,32
324978m_E05_ZM115.fsa,170,33
324978m_E05_ZM115.fsa,35,34
324978m_E05_ZM115.fsa,78,35
324978m_E05_ZM115.fsa,104,36
324978m_E05_ZM115.fsa,209,37
324978m_E05_ZM115.fsa,541,38
324978m_E05_ZM115.fsa,41,38
324978m_E05_ZM115.fsa,1750,39
324978m_E05_ZM115.fsa,94,39
324978m_E05_ZM115.fsa,5348,40
324978m_E05_ZM115.fsa,60,40
324978m_E05_ZM115.fsa,13018,41
324978m_E05_ZM115.fsa,119,41
324978m_E05_ZM115.fsa,18596,42
324978m_E05_ZM115.fsa,311,43
324978m_E05_ZM115.fsa,69,45
324978m_E05_ZM115.fsa,128,46
324978m_E05_ZM115.fsa,163,47
324978m_E05_ZM115.fsa,68,49
324978m_E05_ZM115.fsa,39,50
324978m_E05_ZM115.fsa,125,51
324978m_E05_ZM115.fsa,162,52
324978m_E05_ZM115.fsa,46,123
324978m_E05_ZM115.fsa,38,123
324978m_E05_ZM115.fsa,114,123
324978m_E05_ZM115.fsa,147,124
324978m_E05_ZM115.fsa,90,125
324978m_E05_ZM115.fsa,83,126
324978m_E05_ZM115.fsa,180,126
324978m_E06_ZM116.fsa,112,8
324978m_E06_ZM116.fsa,86,10
324978m_E06_ZM116.fsa,47,11
324978m_E06_ZM116.fsa,51,12
324978m_E06_ZM116.fsa,81,13
324978m_E06_ZM116.fsa,87,13
324978m_E06_ZM116.fsa,105,14
324978m_E06_ZM116.fsa,43,14
324978m_E06_ZM116.fsa,72,15
324978m_E06_ZM116.fsa,40,15
324978m_E06_ZM116.fsa,173,16
324978m_E06_ZM116.fsa,142,17
324978m_E06_ZM116.fsa,204,18
324978m_E06_ZM116.fsa,135,18
324978m_E06_ZM116.fsa,55,19
324978m_E06_ZM116.fsa,85,19
324978m_E06_ZM116.fsa,124,19
324978m_E06_ZM116.fsa,176,19
324978m_E06_ZM116.fsa,95,19
324978m_E06_ZM116.fsa,497,19
324978m_E06_ZM116.fsa,483,19
324978m_E06_ZM116.fsa,877,19
324978m_E06_ZM116.fsa,314,19
324978m_E06_ZM116.fsa,613,19
324978m_E06_ZM116.fsa,4826,19
324978m_E06_ZM116.fsa,119,19
324978m_E06_ZM116.fsa,22393,20
324978m_E06_ZM116.fsa,45,20
324978m_E06_ZM116.fsa,31232,21
324978m_E06_ZM116.fsa,874,22
324978m_E06_ZM116.fsa,145,23
324978m_E06_ZM116.fsa,92,24
324978m_E06_ZM116.fsa,53,24
324978m_E06_ZM116.fsa,84,25
324978m_E06_ZM116.fsa,112,26
324978m_E06_ZM116.fsa,110,27
324978m_E06_ZM116.fsa,103,28
324978m_E06_ZM116.fsa,109,29
324978m_E06_ZM116.fsa,49,29
324978m_E06_ZM116.fsa,115,30
324978m_E06_ZM116.fsa,133,31
324978m_E06_ZM116.fsa,43,32
324978m_E06_ZM116.fsa,133,32
324978m_E06_ZM116.fsa,107,33
324978m_E06_ZM116.fsa,101,34
324978m_E06_ZM116.fsa,98,34
324978m_E06_ZM116.fsa,97,35
324978m_E06_ZM116.fsa,129,36
324978m_E06_ZM116.fsa,109,37
324978m_E06_ZM116.fsa,46,37
324978m_E06_ZM116.fsa,85,38
324978m_E06_ZM116.fsa,49,38
324978m_E06_ZM116.fsa,75,39
324978m_E06_ZM116.fsa,37,39
324978m_E06_ZM116.fsa,72,40
324978m_E06_ZM116.fsa,80,41
324978m_E06_ZM116.fsa,80,42
324978m_E06_ZM116.fsa,105,43
324978m_E06_ZM116.fsa,97,43
324978m_E06_ZM116.fsa,40,43
324978m_E06_ZM116.fsa,165,43
324978m_E06_ZM116.fsa,155,44
324978m_E06_ZM116.fsa,196,45
324978m_E06_ZM116.fsa,163,46
324978m_E06_ZM116.fsa,45,47
324978m_E06_ZM116.fsa,223,47
324978m_E06_ZM116.fsa,377,48
324978m_E06_ZM116.fsa,982,49
324978m_E06_ZM116.fsa,89,49
324978m_E06_ZM116.fsa,2863,50
324978m_E06_ZM116.fsa,103,50
324978m_E06_ZM116.fsa,7928,51
324978m_E06_ZM116.fsa,83,51
324978m_E06_ZM116.fsa,17223,52
324978m_E06_ZM116.fsa,22106,53
324978m_E06_ZM116.fsa,1399,54
324978m_E06_ZM116.fsa,269,55
324978m_E06_ZM116.fsa,36,56
324978m_E06_ZM116.fsa,117,125
324978m_E06_ZM116.fsa,43,125
324978m_E06_ZM116.fsa,121,125
324978m_E06_ZM116.fsa,104,125
324978m_E06_ZM116.fsa,205,125
324978m_E06_ZM116.fsa,52,126
324978m_E06_ZM116.fsa,144,126
324978m_E06_ZM116.fsa,43,127
324978m_E06_ZM116.fsa,92,128
324978m_E07_ZM117.fsa,85,5
324978m_E07_ZM117.fsa,48,6
324978m_E07_ZM117.fsa,49,7
324978m_E07_ZM117.fsa,60,8
324978m_E07_ZM117.fsa,61,8
324978m_E07_ZM117.fsa,55,9
324978m_E07_ZM117.fsa,38,10
324978m_E07_ZM117.fsa,57,10
324978m_E07_ZM117.fsa,76,11
324978m_E07_ZM117.fsa,87,12
324978m_E07_ZM117.fsa,81,13
324978m_E07_ZM117.fsa,168,13
324978m_E07_ZM117.fsa,104,14
324978m_E07_ZM117.fsa,151,15
324978m_E07_ZM117.fsa,151,16
324978m_E07_ZM117.fsa,771,17
324978m_E07_ZM117.fsa,713,18
324978m_E07_ZM117.fsa,280,18
324978m_E07_ZM117.fsa,177,19
324978m_E07_ZM117.fsa,259,20
324978m_E07_ZM117.fsa,102,20
324978m_E07_ZM117.fsa,41,20
324978m_E07_ZM117.fsa,387,20
324978m_E07_ZM117.fsa,119,20
324978m_E07_ZM117.fsa,115,20
324978m_E07_ZM117.fsa,1093,20
324978m_E07_ZM117.fsa,393,20
324978m_E07_ZM117.fsa,5913,21
324978m_E07_ZM117.fsa,120,21
324978m_E07_ZM117.fsa,26218,22
324978m_E07_ZM117.fsa,165,22
324978m_E07_ZM117.fsa,31261,23
324978m_E07_ZM117.fsa,1435,24
324978m_E07_ZM117.fsa,163,25
324978m_E07_ZM117.fsa,172,26
324978m_E07_ZM117.fsa,160,27
324978m_E07_ZM117.fsa,128,28
324978m_E07_ZM117.fsa,117,29
324978m_E07_ZM117.fsa,120,30
324978m_E07_ZM117.fsa,106,31
324978m_E07_ZM117.fsa,42,32
324978m_E07_ZM117.fsa,92,32
324978m_E07_ZM117.fsa,56,33
324978m_E07_ZM117.fsa,88,33
324978m_E07_ZM117.fsa,37,34
324978m_E07_ZM117.fsa,67,34
324978m_E07_ZM117.fsa,48,35
324978m_E07_ZM117.fsa,90,35
324978m_E07_ZM117.fsa,73,36
324978m_E07_ZM117.fsa,66,37
324978m_E07_ZM117.fsa,74,38
324978m_E07_ZM117.fsa,38,38
324978m_E07_ZM117.fsa,92,39
324978m_E07_ZM117.fsa,54,39
324978m_E07_ZM117.fsa,107,40
324978m_E07_ZM117.fsa,40,40
324978m_E07_ZM117.fsa,139,41
324978m_E07_ZM117.fsa,42,41
324978m_E07_ZM117.fsa,121,42
324978m_E07_ZM117.fsa,39,42
324978m_E07_ZM117.fsa,119,43
324978m_E07_ZM117.fsa,104,44
324978m_E07_ZM117.fsa,48,45
324978m_E07_ZM117.fsa,98,45
324978m_E07_ZM117.fsa,74,46
324978m_E07_ZM117.fsa,134,46
324978m_E07_ZM117.fsa,54,46
324978m_E07_ZM117.fsa,154,47
324978m_E07_ZM117.fsa,36,48
324978m_E07_ZM117.fsa,210,48
324978m_E07_ZM117.fsa,60,48
324978m_E07_ZM117.fsa,294,49
324978m_E07_ZM117.fsa,520,50
324978m_E07_ZM117.fsa,1311,51
324978m_E07_ZM117.fsa,105,51
324978m_E07_ZM117.fsa,3654,52
324978m_E07_ZM117.fsa,137,52
324978m_E07_ZM117.fsa,9537,53
324978m_E07_ZM117.fsa,124,53
324978m_E07_ZM117.fsa,19654,54
324978m_E07_ZM117.fsa,23780,55
324978m_E07_ZM117.fsa,1187,56
324978m_E07_ZM117.fsa,106,57
324978m_E07_ZM117.fsa,37,58
324978m_E07_ZM117.fsa,35,59
324978m_E07_ZM117.fsa,41,61
324978m_E07_ZM117.fsa,62,62
324978m_E07_ZM117.fsa,62,63
324978m_E07_ZM117.fsa,101,124
324978m_E07_ZM117.fsa,128,124
324978m_E07_ZM117.fsa,37,124
324978m_E07_ZM117.fsa,76,124
324978m_E07_ZM117.fsa,45,124
324978m_E07_ZM117.fsa,62,124
324978m_E07_ZM117.fsa,89,126
324978m_E08_ZM118.fsa,79,7
324978m_E08_ZM118.fsa,58,8
324978m_E08_ZM118.fsa,72,9
324978m_E08_ZM118.fsa,119,10
324978m_E08_ZM118.fsa,79,11
324978m_E08_ZM118.fsa,148,11
324978m_E08_ZM118.fsa,86,12
324978m_E08_ZM118.fsa,182,12
324978m_E08_ZM118.fsa,94,13
324978m_E08_ZM118.fsa,212,13
324978m_E08_ZM118.fsa,60,14
324978m_E08_ZM118.fsa,1145,14
324978m_E08_ZM118.fsa,52,15
324978m_E08_ZM118.fsa,300,15
324978m_E08_ZM118.fsa,97,15
324978m_E08_ZM118.fsa,90,15
324978m_E08_ZM118.fsa,882,15
324978m_E08_ZM118.fsa,313,15
324978m_E08_ZM118.fsa,1071,15
324978m_E08_ZM118.fsa,6614,15
324978m_E08_ZM118.fsa,99,15
324978m_E08_ZM118.fsa,29964,16
324978m_E08_ZM118.fsa,114,16
324978m_E08_ZM118.fsa,29756,16
324978m_E08_ZM118.fsa,3148,17
324978m_E08_ZM118.fsa,97,18
324978m_E08_ZM118.fsa,59,19
324978m_E08_ZM118.fsa,103,19
324978m_E08_ZM118.fsa,144,20
324978m_E08_ZM118.fsa,95,21
324978m_E08_ZM118.fsa,144,22
324978m_E08_ZM118.fsa,167,22
324978m_E08_ZM118.fsa,102,23
324978m_E08_ZM118.fsa,400,23
324978m_E08_ZM118.fsa,109,24
324978m_E08_ZM118.fsa,116,25
324978m_E08_ZM118.fsa,75,26
324978m_E08_ZM118.fsa,136,26
324978m_E08_ZM118.fsa,83,27
324978m_E08_ZM118.fsa,114,27
324978m_E08_ZM118.fsa,109,27
324978m_E08_ZM118.fsa,56,28
324978m_E08_ZM118.fsa,99,28
324978m_E08_ZM118.fsa,96,28
324978m_E08_ZM118.fsa,127,29
324978m_E08_ZM118.fsa,180,29
324978m_E08_ZM118.fsa,193,30
324978m_E08_ZM118.fsa,246,30
324978m_E08_ZM118.fsa,273,31
324978m_E08_ZM118.fsa,312,31
324978m_E08_ZM118.fsa,361,32
324978m_E08_ZM118.fsa,268,32
324978m_E08_ZM118.fsa,471,33
324978m_E08_ZM118.fsa,229,33
324978m_E08_ZM118.fsa,468,34
324978m_E08_ZM118.fsa,107,34
324978m_E08_ZM118.fsa,467,35
324978m_E08_ZM118.fsa,473,36
324978m_E08_ZM118.fsa,435,37
324978m_E08_ZM118.fsa,448,38
324978m_E08_ZM118.fsa,426,39
324978m_E08_ZM118.fsa,437,40
324978m_E08_ZM118.fsa,526,41
324978m_E08_ZM118.fsa,872,42
324978m_E08_ZM118.fsa,64,42
324978m_E08_ZM118.fsa,2112,43
324978m_E08_ZM118.fsa,68,43
324978m_E08_ZM118.fsa,5759,44
324978m_E08_ZM118.fsa,64,44
324978m_E08_ZM118.fsa,12773,45
324978m_E08_ZM118.fsa,17088,46
324978m_E08_ZM118.fsa,885,47
324978m_E08_ZM118.fsa,127,48
324978m_E08_ZM118.fsa,100,50
324978m_E08_ZM118.fsa,49,50
324978m_E08_ZM118.fsa,191,51
324978m_E08_ZM118.fsa,230,52
324978m_E08_ZM118.fsa,63,53
324978m_E08_ZM118.fsa,49,53
324978m_E08_ZM118.fsa,57,53
324978m_E08_ZM118.fsa,107,53
324978m_E08_ZM118.fsa,51,54
324978m_E08_ZM118.fsa,117,54
324978m_E08_ZM118.fsa,50,55
324978m_E08_ZM118.fsa,49,56
324978m_E08_ZM118.fsa,50,57
324978m_E08_ZM118.fsa,55,58
324978m_E08_ZM118.fsa,51,59
324978m_E08_ZM118.fsa,47,60
324978m_E08_ZM118.fsa,46,61
324978m_E08_ZM118.fsa,45,63
324978m_E08_ZM118.fsa,68,123
324978m_E08_ZM118.fsa,144,123
324978m_E08_ZM118.fsa,97,124
324978m_E08_ZM118.fsa,52,125
324978m_E08_ZM118.fsa,66,125
324978m_E08_ZM118.fsa,67,126
324978m_E08_ZM118.fsa,116,126
324978m_E09_ZM119.fsa,32,8
324978m_E09_ZM119.fsa,70,9
324978m_E09_ZM119.fsa,66,9
324978m_E09_ZM119.fsa,30,10
324978m_E09_ZM119.fsa,41,10
